"States and selected areas: Employment status of the civilian noninstitutional population, January 1976 to date, seasonally adjusted",,,,,,,,,,
"States and selected areas: Employment status of the civilian noninstitutional population,",,,,,,,,,,
"January 1976 to date, seasonally adjusted",,,,,,,,,,
,,,,,,,,,,
FIPS Code,State and area,Period,,Civilian non-institutional population,Civilian labor force,,,,,
26,Michigan,2022,12,"8,070,424","4,911,079",60.9,"4,708,724",58.3,"202,355",4.1
27,Minnesota,2022,12,"4,517,505","3,079,809",68.2,"2,992,976",66.3,"86,833",2.8
28,Mississippi,2022,12,"2,275,717","1,236,181",54.3,"1,191,135",52.3,"45,046",3.6
29,Missouri,2022,12,"4,878,908","3,053,163",62.6,"2,967,158",60.8,"86,005",2.8
30,Montana,2022,12,"903,430","566,924",62.8,"552,320",61.1,"14,604",2.6
31,Nebraska,2022,12,"1,520,035","1,049,963",69.1,"1,026,782",67.5,"23,181",2.2
32,Nevada,2022,12,"2,541,097","1,583,603",62.3,"1,499,797",59,"83,806",5.3
33,New Hampshire,2022,12,"1,163,991","758,963",65.2,"742,523",63.8,"16,440",2.2
34,New Jersey,2022,12,"7,417,303","4,792,345",64.6,"4,609,607",62.1,"182,738",3.8
35,New Mexico,2022,12,"1,680,428","951,955",56.6,"917,480",54.6,"34,475",3.6
36,New York,2022,12,"15,914,063","9,626,292",60.5,"9,225,005",58,"401,287",4.2
51000,New York city,2022,12,"6,771,968","4,125,227",60.9,"3,903,900",57.6,"221,327",5.4
37,North Carolina,2022,12,"8,497,900","5,178,313",60.9,"4,989,001",58.7,"189,312",3.7
38,North Dakota,2022,12,"599,331","414,296",69.1,"405,904",67.7,"8,392",2
39,Ohio,2022,12,"9,335,598","5,742,727",61.5,"5,518,321",59.1,"224,406",3.9
40,Oklahoma,2022,12,"3,098,914","1,926,304",62.2,"1,865,756",60.2,"60,548",3.1
41,Oregon,2022,12,"3,461,419","2,155,166",62.3,"2,068,253",59.8,"86,913",4
42,Pennsylvania,2022,12,"10,470,978","6,481,753",61.9,"6,232,402",59.5,"249,351",3.8
44,Rhode Island,2022,12,"899,983","570,163",63.4,"553,047",61.5,"17,116",3
45,South Carolina,2022,12,"4,227,803","2,412,560",57.1,"2,337,010",55.3,"75,550",3.1
46,South Dakota,2022,12,"698,746","475,628",68.1,"466,123",66.7,"9,505",2
47,Tennessee,2022,12,"5,606,788","3,344,697",59.7,"3,227,606",57.6,"117,091",3.5
48,Texas,2022,12,"23,116,093","14,847,226",64.2,"14,245,236",61.6,"601,990",4.1
49,Utah,2022,12,"2,549,353","1,758,964",69,"1,714,679",67.3,"44,285",2.5
50,Vermont,2022,12,"541,390","346,799",64.1,"338,874",62.6,"7,925",2.3
51,Virginia,2022,12,"6,837,367","4,500,423",65.8,"4,360,987",63.8,"139,436",3.1
53,Washington,2022,12,"6,230,249","3,993,380",64.1,"3,824,729",61.4,"168,651",4.2
54,West Virginia,2022,12,"1,431,064","778,826",54.4,"749,966",52.4,"28,860",3.7
55,Wisconsin,2022,12,"4,741,206","3,095,092",65.3,"3,010,364",63.5,"84,728",2.7
56,Wyoming,2022,12,"459,317","294,908",64.2,"284,904",62,"10,004",3.4
1,Alabama,2023,1,"4,015,926","2,284,000",56.9,"2,230,113",55.5,"53,887",2.4
2,Alaska,2023,1,"547,093","353,849",64.7,"339,976",62.1,"13,873",3.9
4,Arizona,2023,1,"5,905,512","3,640,979",61.7,"3,504,849",59.3,"136,130",3.7
5,Arkansas,2023,1,"2,383,953","1,366,856",57.3,"1,325,949",55.6,"40,907",3
6,California,2023,1,"31,087,177","19,250,558",61.9,"18,392,793",59.2,"857,765",4.5
37,Los Angeles County,2023,1,"7,912,791","5,023,750",63.5,"4,774,532",60.3,"249,218",5
8,Colorado,2023,1,"4,699,014","3,204,571",68.2,"3,108,787",66.2,"95,784",3
9,Connecticut,2023,1,"2,940,658","1,886,315",64.1,"1,818,593",61.8,"67,722",3.6
10,Delaware,2023,1,"826,233","500,565",60.6,"480,249",58.1,"20,316",4.1
11,District of Columbia,2023,1,"551,582","390,952",70.9,"371,791",67.4,"19,161",4.9
12,Florida,2023,1,"18,277,253","10,834,285",59.3,"10,531,522",57.6,"302,763",2.8
13,Georgia,2023,1,"8,551,757","5,258,422",61.5,"5,088,439",59.5,"169,983",3.2
15,Hawaii,2023,1,"1,124,116","675,550",60.1,"654,315",58.2,"21,235",3.1
16,Idaho,2023,1,"1,517,222","951,162",62.7,"923,734",60.9,"27,428",2.9
17,Illinois,2023,1,"10,012,416","6,403,476",64,"6,119,484",61.1,"283,992",4.4
18,Indiana,2023,1,"5,356,026","3,384,626",63.2,"3,274,717",61.1,"109,909",3.2
19,Iowa,2023,1,"2,516,609","1,711,935",68,"1,661,689",66,"50,246",2.9
20,Kansas,2023,1,"2,264,860","1,509,840",66.7,"1,467,395",64.8,"42,445",2.8
21,Kentucky,2023,1,"3,536,536","2,025,618",57.3,"1,943,386",55,"82,232",4.1
22,Louisiana,2023,1,"3,541,577","2,077,225",58.7,"2,001,327",56.5,"75,898",3.7
23,Maine,2023,1,"1,157,448","681,091",58.8,"663,761",57.3,"17,330",2.5
24,Maryland,2023,1,"4,880,442","3,162,469",64.8,"3,088,065",63.3,"74,404",2.4
25,Massachusetts,2023,1,"5,752,826","3,738,772",65,"3,607,488",62.7,"131,284",3.5
26,Michigan,2023,1,"8,071,351","4,928,261",61.1,"4,731,087",58.6,"197,174",4
27,Minnesota,2023,1,"4,519,388","3,085,577",68.3,"2,998,501",66.3,"87,076",2.8
28,Mississippi,2023,1,"2,276,298","1,234,997",54.3,"1,191,999",52.4,"42,998",3.5
29,Missouri,2023,1,"4,880,500","3,059,449",62.7,"2,973,370",60.9,"86,079",2.8
30,Montana,2023,1,"904,262","568,201",62.8,"553,813",61.2,"14,388",2.5
31,Nebraska,2023,1,"1,520,818","1,050,553",69.1,"1,028,293",67.6,"22,260",2.1
32,Nevada,2023,1,"2,543,005","1,586,674",62.4,"1,503,617",59.1,"83,057",5.2
33,New Hampshire,2023,1,"1,164,275","758,231",65.1,"742,895",63.8,"15,336",2
34,New Jersey,2023,1,"7,419,842","4,802,664",64.7,"4,615,271",62.2,"187,393",3.9
35,New Mexico,2023,1,"1,681,169","955,263",56.8,"920,828",54.8,"34,435",3.6
36,New York,2023,1,"15,908,988","9,641,451",60.6,"9,244,997",58.1,"396,454",4.1
51000,New York city,2023,1,"6,769,249","4,135,861",61.1,"3,914,307",57.8,"221,554",5.4
37,North Carolina,2023,1,"8,508,613","5,187,348",61,"5,004,083",58.8,"183,265",3.5
38,North Dakota,2023,1,"599,672","415,465",69.3,"407,143",67.9,"8,322",2
39,Ohio,2023,1,"9,337,624","5,754,537",61.6,"5,536,594",59.3,"217,943",3.8
40,Oklahoma,2023,1,"3,101,590","1,933,220",62.3,"1,873,857",60.4,"59,363",3.1
41,Oregon,2023,1,"3,461,673","2,154,890",62.2,"2,072,317",59.9,"82,573",3.8
42,Pennsylvania,2023,1,"10,470,467","6,491,922",62,"6,246,642",59.7,"245,280",3.8
44,Rhode Island,2023,1,"900,205","570,505",63.4,"553,932",61.5,"16,573",2.9
45,South Carolina,2023,1,"4,234,539","2,420,110",57.2,"2,345,980",55.4,"74,130",3.1
46,South Dakota,2023,1,"699,442","476,446",68.1,"467,131",66.8,"9,315",2
47,Tennessee,2023,1,"5,612,371","3,350,101",59.7,"3,235,061",57.6,"115,040",3.4
48,Texas,2023,1,"23,151,954","14,900,027",64.4,"14,295,114",61.7,"604,913",4.1
49,Utah,2023,1,"2,552,914","1,764,797",69.1,"1,720,547",67.4,"44,250",2.5
50,Vermont,2023,1,"541,457","347,544",64.2,"340,187",62.8,"7,357",2.1
51,Virginia,2023,1,"6,840,541","4,518,655",66.1,"4,380,227",64,"138,428",3.1
53,Washington,2023,1,"6,233,611","3,999,477",64.2,"3,834,470",61.5,"165,007",4.1
54,West Virginia,2023,1,"1,430,674","779,420",54.5,"751,520",52.5,"27,900",3.6
55,Wisconsin,2023,1,"4,743,153","3,100,443",65.4,"3,018,198",63.6,"82,245",2.7
56,Wyoming,2023,1,"459,590","295,150",64.2,"285,530",62.1,"9,620",3.3
1,Alabama,2023,2,"4,018,539","2,288,068",56.9,"2,235,034",55.6,"53,034",2.3
2,Alaska,2023,2,"547,248","354,518",64.8,"340,792",62.3,"13,726",3.9
4,Arizona,2023,2,"5,911,924","3,650,431",61.7,"3,516,725",59.5,"133,706",3.7
5,Arkansas,2023,2,"2,385,723","1,368,880",57.4,"1,329,180",55.7,"39,700",2.9
6,California,2023,2,"31,091,000","19,266,113",62,"18,404,475",59.2,"861,638",4.5
37,Los Angeles County,2023,2,"7,911,684","5,025,668",63.5,"4,778,121",60.4,"247,547",4.9
8,Colorado,2023,2,"4,702,817","3,212,801",68.3,"3,116,539",66.3,"96,262",3
9,Connecticut,2023,2,"2,941,594","1,886,373",64.1,"1,820,544",61.9,"65,829",3.5
10,Delaware,2023,2,"827,177","501,840",60.7,"481,951",58.3,"19,889",4
11,District of Columbia,2023,2,"552,215","392,754",71.1,"373,223",67.6,"19,531",5
12,Florida,2023,2,"18,303,883","10,872,424",59.4,"10,570,948",57.8,"301,476",2.8
13,Georgia,2023,2,"8,561,644","5,269,384",61.5,"5,100,274",59.6,"169,110",3.2
15,Hawaii,2023,2,"1,123,907","676,214",60.2,"655,618",58.3,"20,596",3
16,Idaho,2023,2,"1,519,426","953,077",62.7,"925,861",60.9,"27,216",2.9
17,Illinois,2023,2,"10,013,212","6,407,008",64,"6,130,317",61.2,"276,691",4.3
18,Indiana,2023,2,"5,358,821","3,390,643",63.3,"3,281,717",61.2,"108,926",3.2
19,Iowa,2023,2,"2,517,488","1,712,747",68,"1,663,885",66.1,"48,862",2.9
20,Kansas,2023,2,"2,265,519","1,512,225",66.7,"1,470,019",64.9,"42,206",2.8
21,Kentucky,2023,2,"3,537,930","2,026,758",57.3,"1,945,075",55,"81,683",4
22,Louisiana,2023,2,"3,541,205","2,080,608",58.8,"2,005,139",56.6,"75,469",3.6
23,Maine,2023,2,"1,158,133","681,670",58.9,"665,025",57.4,"16,645",2.4
24,Maryland,2023,2,"4,882,069","3,167,605",64.9,"3,097,668",63.4,"69,937",2.2
25,Massachusetts,2023,2,"5,754,676","3,748,182",65.1,"3,614,939",62.8,"133,243",3.6
26,Michigan,2023,2,"8,073,021","4,946,922",61.3,"4,756,570",58.9,"190,352",3.8
27,Minnesota,2023,2,"4,521,864","3,092,815",68.4,"3,005,738",66.5,"87,077",2.8
28,Mississippi,2023,2,"2,276,968","1,233,749",54.2,"1,192,874",52.4,"40,875",3.3
29,Missouri,2023,2,"4,882,507","3,066,816",62.8,"2,980,246",61,"86,570",2.8
30,Montana,2023,2,"905,130","569,840",63,"555,522",61.4,"14,318",2.5
31,Nebraska,2023,2,"1,521,733","1,051,706",69.1,"1,030,087",67.7,"21,619",2.1
32,Nevada,2023,2,"2,544,950","1,589,911",62.5,"1,507,969",59.3,"81,942",5.2
33,New Hampshire,2023,2,"1,164,702","757,824",65.1,"743,484",63.8,"14,340",1.9
34,New Jersey,2023,2,"7,422,630","4,813,871",64.9,"4,622,488",62.3,"191,383",4
35,New Mexico,2023,2,"1,681,809","958,833",57,"924,503",55,"34,330",3.6
36,New York,2023,2,"15,904,369","9,659,148",60.7,"9,268,935",58.3,"390,213",4
51000,New York city,2023,2,"6,765,884","4,145,106",61.3,"3,925,434",58,"219,672",5.3
37,North Carolina,2023,2,"8,519,616","5,198,413",61,"5,020,482",58.9,"177,931",3.4
38,North Dakota,2023,2,"600,046","416,451",69.4,"408,243",68,"8,208",2
39,Ohio,2023,2,"9,340,554","5,767,358",61.7,"5,556,620",59.5,"210,738",3.7
40,Oklahoma,2023,2,"3,104,471","1,939,926",62.5,"1,881,677",60.6,"58,249",3
41,Oregon,2023,2,"3,462,208","2,155,578",62.3,"2,077,189",60,"78,389",3.6
42,Pennsylvania,2023,2,"10,470,933","6,501,070",62.1,"6,261,864",59.8,"239,206",3.7
44,Rhode Island,2023,2,"900,531","571,232",63.4,"555,080",61.6,"16,152",2.8
45,South Carolina,2023,2,"4,241,346","2,428,125",57.2,"2,355,128",55.5,"72,997",3
46,South Dakota,2023,2,"700,217","477,452",68.2,"468,258",66.9,"9,194",1.9
47,Tennessee,2023,2,"5,618,414","3,360,545",59.8,"3,248,310",57.8,"112,235",3.3
48,Texas,2023,2,"23,187,815","14,950,898",64.5,"14,346,746",61.9,"604,152",4
49,Utah,2023,2,"2,556,730","1,770,912",69.3,"1,726,762",67.5,"44,150",2.5
50,Vermont,2023,2,"541,573","348,217",64.3,"341,477",63.1,"6,740",1.9
51,Virginia,2023,2,"6,843,777","4,533,501",66.2,"4,398,433",64.3,"135,068",3
53,Washington,2023,2,"6,237,348","4,006,552",64.2,"3,846,094",61.7,"160,458",4
54,West Virginia,2023,2,"1,430,520","780,062",54.5,"752,837",52.6,"27,225",3.5
55,Wisconsin,2023,2,"4,745,651","3,107,846",65.5,"3,026,660",63.8,"81,186",2.6
56,Wyoming,2023,2,"459,905","295,388",64.2,"286,202",62.2,"9,186",3.1
1,Alabama,2023,3,"4,021,391","2,291,783",57,"2,239,451",55.7,"52,332",2.3
2,Alaska,2023,3,"547,401","355,245",64.9,"341,582",62.4,"13,663",3.8
4,Arizona,2023,3,"5,918,480","3,660,545",61.8,"3,527,908",59.6,"132,637",3.6
5,Arkansas,2023,3,"2,387,675","1,371,006",57.4,"1,332,021",55.8,"38,985",2.8
6,California,2023,3,"31,095,233","19,279,548",62,"18,417,645",59.2,"861,903",4.5
37,Los Angeles County,2023,3,"7,910,881","5,025,472",63.5,"4,781,231",60.4,"244,241",4.9
8,Colorado,2023,3,"4,706,899","3,220,615",68.4,"3,123,692",66.4,"96,923",3
9,Connecticut,2023,3,"2,942,735","1,887,080",64.1,"1,822,853",61.9,"64,227",3.4
10,Delaware,2023,3,"828,214","503,108",60.7,"483,581",58.4,"19,527",3.9
11,District of Columbia,2023,3,"552,862","394,411",71.3,"374,835",67.8,"19,576",5
12,Florida,2023,3,"18,331,095","10,911,962",59.5,"10,611,331",57.9,"300,631",2.8
13,Georgia,2023,3,"8,571,922","5,279,998",61.6,"5,111,716",59.6,"168,282",3.2
15,Hawaii,2023,3,"1,123,745","676,925",60.2,"657,021",58.5,"19,904",2.9
16,Idaho,2023,3,"1,521,731","955,212",62.8,"927,953",61,"27,259",2.9
17,Illinois,2023,3,"10,014,431","6,410,433",64,"6,140,073",61.3,"270,360",4.2
18,Indiana,2023,3,"5,362,009","3,395,573",63.3,"3,287,456",61.3,"108,117",3.2
19,Iowa,2023,3,"2,518,568","1,713,494",68,"1,665,580",66.1,"47,914",2.8
20,Kansas,2023,3,"2,266,381","1,513,990",66.8,"1,472,400",65,"41,590",2.7
21,Kentucky,2023,3,"3,539,626","2,027,214",57.3,"1,945,839",55,"81,375",4
22,Louisiana,2023,3,"3,541,063","2,080,885",58.8,"2,007,304",56.7,"73,581",3.5
23,Maine,2023,3,"1,158,840","682,583",58.9,"666,288",57.5,"16,295",2.4
24,Maryland,2023,3,"4,883,900","3,171,755",64.9,"3,106,942",63.6,"64,813",2
25,Massachusetts,2023,3,"5,756,882","3,751,722",65.2,"3,621,673",62.9,"130,049",3.5
26,Michigan,2023,3,"8,075,199","4,965,978",61.5,"4,781,898",59.2,"184,080",3.7
27,Minnesota,2023,3,"4,524,627","3,100,007",68.5,"3,012,571",66.6,"87,436",2.8
28,Mississippi,2023,3,"2,277,713","1,232,385",54.1,"1,193,257",52.4,"39,128",3.2
29,Missouri,2023,3,"4,884,929","3,074,498",62.9,"2,987,127",61.1,"87,371",2.8
30,Montana,2023,3,"906,115","571,408",63.1,"557,016",61.5,"14,392",2.5
31,Nebraska,2023,3,"1,522,782","1,053,098",69.2,"1,031,757",67.8,"21,341",2
32,Nevada,2023,3,"2,546,990","1,592,960",62.5,"1,512,285",59.4,"80,675",5.1
33,New Hampshire,2023,3,"1,165,229","757,646",65,"743,953",63.8,"13,693",1.8
34,New Jersey,2023,3,"7,425,610","4,824,433",65,"4,629,154",62.3,"195,279",4
35,New Mexico,2023,3,"1,682,476","962,110",57.2,"927,815",55.1,"34,295",3.6
36,New York,2023,3,"15,900,336","9,678,350",60.9,"9,294,450",58.5,"383,900",4
51000,New York city,2023,3,"6,762,747","4,151,907",61.4,"3,935,833",58.2,"216,074",5.2
37,North Carolina,2023,3,"8,531,140","5,209,372",61.1,"5,035,312",59,"174,060",3.3
38,North Dakota,2023,3,"600,460","417,031",69.5,"409,018",68.1,"8,013",1.9
39,Ohio,2023,3,"9,344,152","5,778,619",61.8,"5,575,208",59.7,"203,411",3.5
40,Oklahoma,2023,3,"3,107,527","1,945,885",62.6,"1,888,457",60.8,"57,428",3
41,Oregon,2023,3,"3,462,943","2,156,235",62.3,"2,080,930",60.1,"75,305",3.5
42,Pennsylvania,2023,3,"10,472,092","6,506,696",62.1,"6,275,725",59.9,"230,971",3.5
44,Rhode Island,2023,3,"900,841","571,919",63.5,"556,245",61.7,"15,674",2.7
45,South Carolina,2023,3,"4,248,474","2,435,938",57.3,"2,363,908",55.6,"72,030",3
46,South Dakota,2023,3,"701,044","478,534",68.3,"469,388",67,"9,146",1.9
47,Tennessee,2023,3,"5,624,828","3,372,875",60,"3,263,715",58,"109,160",3.2
48,Texas,2023,3,"23,224,092","14,995,720",64.6,"14,394,797",62,"600,923",4
49,Utah,2023,3,"2,560,782","1,776,875",69.4,"1,732,700",67.7,"44,175",2.5
50,Vermont,2023,3,"541,751","348,828",64.4,"342,599",63.2,"6,229",1.8
51,Virginia,2023,3,"6,847,568","4,543,184",66.3,"4,413,559",64.5,"129,625",2.9
53,Washington,2023,3,"6,241,446","4,014,603",64.3,"3,858,587",61.8,"156,016",3.9
54,West Virginia,2023,3,"1,430,512","780,833",54.6,"753,808",52.7,"27,025",3.5
55,Wisconsin,2023,3,"4,748,471","3,116,194",65.6,"3,034,159",63.9,"82,035",2.6
56,Wyoming,2023,3,"460,256","295,555",64.2,"286,789",62.3,"8,766",3
1,Alabama,2023,4,"4,024,313","2,295,280",57,"2,243,276",55.7,"52,004",2.3
2,Alaska,2023,4,"547,631","356,001",65,"342,213",62.5,"13,788",3.9
4,Arizona,2023,4,"5,925,246","3,670,494",61.9,"3,537,291",59.7,"133,203",3.6
5,Arkansas,2023,4,"2,389,655","1,373,339",57.5,"1,334,273",55.8,"39,066",2.8
6,California,2023,4,"31,100,939","19,296,482",62,"18,434,197",59.3,"862,285",4.5
37,Los Angeles County,2023,4,"7,910,340","5,026,038",63.5,"4,784,731",60.5,"241,307",4.8
8,Colorado,2023,4,"4,711,111","3,227,245",68.5,"3,129,259",66.4,"97,986",3
9,Connecticut,2023,4,"2,943,877","1,888,271",64.1,"1,825,039",62,"63,232",3.3
10,Delaware,2023,4,"829,253","504,379",60.8,"485,052",58.5,"19,327",3.8
11,District of Columbia,2023,4,"553,513","395,691",71.5,"376,320",68,"19,371",4.9
12,Florida,2023,4,"18,358,820","10,947,413",59.6,"10,646,991",58,"300,422",2.7
13,Georgia,2023,4,"8,582,439","5,290,525",61.6,"5,122,543",59.7,"167,982",3.2
15,Hawaii,2023,4,"1,123,719","677,535",60.3,"658,216",58.6,"19,319",2.9
16,Idaho,2023,4,"1,524,052","957,382",62.8,"929,784",61,"27,598",2.9
17,Illinois,2023,4,"10,015,820","6,414,573",64,"6,147,200",61.4,"267,373",4.2
18,Indiana,2023,4,"5,365,219","3,398,810",63.3,"3,290,554",61.3,"108,256",3.2
19,Iowa,2023,4,"2,519,700","1,713,945",68,"1,666,233",66.1,"47,712",2.8
20,Kansas,2023,4,"2,267,277","1,514,887",66.8,"1,474,167",65,"40,720",2.7
21,Kentucky,2023,4,"3,541,368","2,026,954",57.2,"1,945,406",54.9,"81,548",4
22,Louisiana,2023,4,"3,540,948","2,078,549",58.7,"2,007,482",56.7,"71,067",3.4
23,Maine,2023,4,"1,159,586","683,874",59,"667,499",57.6,"16,375",2.4
24,Maryland,2023,4,"4,885,827","3,174,257",65,"3,115,324",63.8,"58,933",1.9
25,Massachusetts,2023,4,"5,759,148","3,747,899",65.1,"3,626,280",63,"121,619",3.2
26,Michigan,2023,4,"8,077,389","4,984,261",61.7,"4,803,928",59.5,"180,333",3.6
27,Minnesota,2023,4,"4,527,451","3,105,793",68.6,"3,017,301",66.6,"88,492",2.8
28,Mississippi,2023,4,"2,278,511","1,231,123",54,"1,193,045",52.4,"38,078",3.1
29,Missouri,2023,4,"4,887,390","3,081,669",63.1,"2,993,109",61.2,"88,560",2.9
30,Montana,2023,4,"907,045","572,627",63.1,"558,025",61.5,"14,602",2.6
31,Nebraska,2023,4,"1,523,837","1,054,413",69.2,"1,032,951",67.8,"21,462",2
32,Nevada,2023,4,"2,549,119","1,595,663",62.6,"1,516,071",59.5,"79,592",5
33,New Hampshire,2023,4,"1,165,752","757,595",65,"744,041",63.8,"13,554",1.8
34,New Jersey,2023,4,"7,428,834","4,832,802",65.1,"4,633,005",62.4,"199,797",4.1
35,New Mexico,2023,4,"1,683,210","964,598",57.3,"930,259",55.3,"34,339",3.6
36,New York,2023,4,"15,896,717","9,697,675",61,"9,318,006",58.6,"379,669",3.9
51000,New York city,2023,4,"6,759,943","4,156,021",61.5,"3,944,168",58.3,"211,853",5.1
37,North Carolina,2023,4,"8,542,958","5,219,426",61.1,"5,047,230",59.1,"172,196",3.3
38,North Dakota,2023,4,"600,911","417,165",69.4,"409,409",68.1,"7,756",1.9
39,Ohio,2023,4,"9,347,858","5,787,143",61.9,"5,589,836",59.8,"197,307",3.4
40,Oklahoma,2023,4,"3,110,674","1,951,278",62.7,"1,894,050",60.9,"57,228",2.9
41,Oregon,2023,4,"3,463,748","2,156,438",62.3,"2,082,583",60.1,"73,855",3.4
42,Pennsylvania,2023,4,"10,473,329","6,508,068",62.1,"6,286,248",60,"221,820",3.4
44,Rhode Island,2023,4,"901,226","572,409",63.5,"557,238",61.8,"15,171",2.7
45,South Carolina,2023,4,"4,255,712","2,442,690",57.4,"2,371,767",55.7,"70,923",2.9
46,South Dakota,2023,4,"701,860","479,550",68.3,"470,376",67,"9,174",1.9
47,Tennessee,2023,4,"5,631,283","3,382,964",60.1,"3,276,515",58.2,"106,449",3.1
48,Texas,2023,4,"23,261,292","15,032,860",64.6,"14,435,505",62.1,"597,355",4
49,Utah,2023,4,"2,564,811","1,782,343",69.5,"1,737,846",67.8,"44,497",2.5
50,Vermont,2023,4,"541,902","349,422",64.5,"343,477",63.4,"5,945",1.7
51,Virginia,2023,4,"6,851,499","4,547,557",66.4,"4,424,189",64.6,"123,368",2.7
53,Washington,2023,4,"6,245,747","4,022,585",64.4,"3,869,941",62,"152,644",3.8
54,West Virginia,2023,4,"1,430,457","781,902",54.7,"754,458",52.7,"27,444",3.5
55,Wisconsin,2023,4,"4,751,332","3,124,196",65.8,"3,039,297",64,"84,899",2.7
56,Wyoming,2023,4,"460,651","295,614",64.2,"287,193",62.3,"8,421",2.8
1,Alabama,2023,5,"4,027,257","2,298,857",57.1,"2,246,516",55.8,"52,341",2.3
2,Alaska,2023,5,"547,867","356,746",65.1,"342,585",62.5,"14,161",4
4,Arizona,2023,5,"5,932,190","3,679,832",62,"3,544,157",59.7,"135,675",3.7
5,Arkansas,2023,5,"2,391,650","1,375,854",57.5,"1,335,731",55.8,"40,123",2.9
6,California,2023,5,"31,107,876","19,310,069",62.1,"18,442,081",59.3,"867,988",4.5
37,Los Angeles County,2023,5,"7,909,519","5,026,002",63.5,"4,785,330",60.5,"240,672",4.8
8,Colorado,2023,5,"4,715,399","3,231,799",68.5,"3,132,374",66.4,"99,425",3.1
9,Connecticut,2023,5,"2,945,083","1,889,835",64.2,"1,826,587",62,"63,248",3.3
10,Delaware,2023,5,"830,312","505,622",60.9,"486,268",58.6,"19,354",3.8
11,District of Columbia,2023,5,"554,146","396,657",71.6,"377,549",68.1,"19,108",4.8
12,Florida,2023,5,"18,387,292","10,979,092",59.7,"10,673,318",58,"305,774",2.8
13,Georgia,2023,5,"8,592,966","5,301,085",61.7,"5,132,394",59.7,"168,691",3.2
15,Hawaii,2023,5,"1,123,670","677,723",60.3,"658,720",58.6,"19,003",2.8
16,Idaho,2023,5,"1,526,443","959,455",62.9,"931,182",61,"28,273",2.9
17,Illinois,2023,5,"10,017,466","6,420,656",64.1,"6,151,107",61.4,"269,549",4.2
18,Indiana,2023,5,"5,368,514","3,400,579",63.3,"3,290,814",61.3,"109,765",3.2
19,Iowa,2023,5,"2,520,856","1,713,806",68,"1,665,298",66.1,"48,508",2.8
20,Kansas,2023,5,"2,268,165","1,514,860",66.8,"1,474,889",65,"39,971",2.6
21,Kentucky,2023,5,"3,543,127","2,026,326",57.2,"1,944,048",54.9,"82,278",4.1
22,Louisiana,2023,5,"3,540,853","2,075,347",58.6,"2,005,750",56.6,"69,597",3.4
23,Maine,2023,5,"1,160,349","685,397",59.1,"668,493",57.6,"16,904",2.5
24,Maryland,2023,5,"4,887,741","3,182,318",65.1,"3,122,693",63.9,"59,625",1.9
25,Massachusetts,2023,5,"5,761,522","3,753,448",65.1,"3,628,104",63,"125,344",3.3
26,Michigan,2023,5,"8,079,781","5,001,044",61.9,"4,820,225",59.7,"180,819",3.6
27,Minnesota,2023,5,"4,530,372","3,109,449",68.6,"3,019,263",66.6,"90,186",2.9
28,Mississippi,2023,5,"2,279,292","1,230,300",54,"1,192,511",52.3,"37,789",3.1
29,Missouri,2023,5,"4,889,970","3,088,309",63.2,"2,997,826",61.3,"90,483",2.9
30,Montana,2023,5,"908,049","573,399",63.1,"558,426",61.5,"14,973",2.6
31,Nebraska,2023,5,"1,524,934","1,055,469",69.2,"1,033,402",67.8,"22,067",2.1
32,Nevada,2023,5,"2,551,278","1,598,110",62.6,"1,518,960",59.5,"79,150",5
33,New Hampshire,2023,5,"1,166,301","757,722",65,"743,750",63.8,"13,972",1.8
34,New Jersey,2023,5,"7,432,318","4,837,877",65.1,"4,632,272",62.3,"205,605",4.2
35,New Mexico,2023,5,"1,684,029","966,015",57.4,"931,451",55.3,"34,564",3.6
36,New York,2023,5,"15,893,632","9,714,704",61.1,"9,333,871",58.7,"380,833",3.9
51000,New York city,2023,5,"6,756,786","4,157,360",61.5,"3,948,361",58.4,"208,999",5
37,North Carolina,2023,5,"8,554,695","5,228,514",61.1,"5,055,448",59.1,"173,066",3.3
38,North Dakota,2023,5,"601,376","417,005",69.3,"409,474",68.1,"7,531",1.8
39,Ohio,2023,5,"9,351,623","5,792,277",61.9,"5,598,306",59.9,"193,971",3.3
40,Oklahoma,2023,5,"3,113,861","1,956,410",62.8,"1,898,372",61,"58,038",3
41,Oregon,2023,5,"3,464,667","2,156,452",62.2,"2,082,234",60.1,"74,218",3.4
42,Pennsylvania,2023,5,"10,474,795","6,506,252",62.1,"6,291,960",60.1,"214,292",3.3
44,Rhode Island,2023,5,"901,620","572,793",63.5,"557,871",61.9,"14,922",2.6
45,South Carolina,2023,5,"4,262,892","2,447,970",57.4,"2,378,120",55.8,"69,850",2.9
46,South Dakota,2023,5,"702,716","480,452",68.4,"471,146",67,"9,306",1.9
47,Tennessee,2023,5,"5,637,816","3,388,336",60.1,"3,283,336",58.2,"105,000",3.1
48,Texas,2023,5,"23,299,036","15,061,660",64.6,"14,465,865",62.1,"595,795",4
49,Utah,2023,5,"2,568,911","1,787,077",69.6,"1,741,828",67.8,"45,249",2.5
50,Vermont,2023,5,"542,100","350,039",64.6,"344,093",63.5,"5,946",1.7
51,Virginia,2023,5,"6,855,528","4,548,344",66.3,"4,430,011",64.6,"118,333",2.6
53,Washington,2023,5,"6,250,127","4,028,281",64.5,"3,876,744",62,"151,537",3.8
54,West Virginia,2023,5,"1,430,486","783,338",54.8,"754,842",52.8,"28,496",3.6
